mean_saturation,dark_pixel_ratio,cell_area_ratio,mean_intensity,intensity_std,label
0.2568149268627167,0.010199029606891771,0.6738956359268651,165.2015380859375,10.304323196411133,Parasitized
0.31408363580703735,8.395600705230459e-05,0.6167667771333886,167.61241149902344,5.384932994842529,Parasitized
0.1051037535071373,0.0037735849056603774,0.6157736468015309,170.3047332763672,9.51850414276123,Parasitized
0.2771078944206238,0.007421019153297053,0.7653486233569535,161.27500915527344,7.624538421630859,Parasitized
0.12181904911994934,0.002823677055009412,0.6907462255291483,171.48374938964844,9.333602905273438,Parasitized
0.22840717434883118,0.013329796405597187,0.7646551724137931,168.31698608398438,10.674785614013672,Parasitized
0.26289036870002747,0.005969898259480366,0.6458322020092316,170.9514923095703,7.769032001495361,Parasitized
0.19444535672664642,0.006358681546846613,0.7358670741023682,172.16366577148438,8.233805656433105,Parasitized
0.35226741433143616,0.007281964436917867,0.7769736842105263,156.6672821044922,10.426983833312988,Parasitized
0.23827487230300903,0.00822962665596146,0.749172932330827,153.43125915527344,10.586543083190918,Parasitized
0.3326992988586426,0.009456043441625315,0.7299753963914708,159.09912109375,8.769035339355469,Parasitized
0.44763097167015076,0.024074739489759252,0.695054945054945,149.9834442138672,14.970564842224121,Parasitized
0.3194301128387451,0.009558021681955225,0.6756089104619919,163.4296875,10.030268669128418,Parasitized
0.3087386190891266,0.011636890391115403,0.7386931088600371,168.51626586914062,9.496495246887207,Parasitized
0.2982766032218933,0.0023653976120747914,0.6902503498678277,148.28590393066406,12.097411155700684,Parasitized
0.31646013259887695,0.005906979411596031,0.7647471602122714,175.31753540039062,7.699562072753906,Parasitized
0.11669337004423141,0.00831758034026465,0.7615894039735099,169.06515502929688,8.219009399414062,Parasitized
0.3057243824005127,0.007175524365242075,0.7504142011834319,162.97145080566406,7.64365291595459,Parasitized
0.34364423155784607,0.0,0.5981688091195732,142.5416717529297,11.32059383392334,Parasitized
0.26386934518814087,0.003385822539904337,0.7559826108154227,161.9705047607422,7.205574035644531,Parasitized
